alpha,beta,gamma,bx,by,bz,losses,fiducial,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-1.0703222751617432,0.28134778141975403,1.8799664974212646,211.94699096679688,88.70569610595703,80.40458679199219,1.001392041741848,0,0.7585771083831787,3,se3_log_map,0.7618003487586975,1.8092619180679321,-0.8343722224235535,-0.9795706868171692,211.94699096679688,88.70569610595703,80.40458679199219
-1.0296653509140015,0.30298444628715515,1.9344269037246704,221.80133056640625,106.60694122314453,80.455322265625,0.9967762484191559,0,0.11795473098754883,3,se3_log_map,0.7449384331703186,1.8750852346420288,-0.8149084448814392,-0.9603808522224426,221.80133056640625,106.60694122314453,80.455322265625
-1.0382394790649414,0.29255908727645874,1.9120806455612183,224.83099365234375,99.24081420898438,62.03403091430664,0.9987855586429819,0,0.6176109313964844,3,se3_log_map,0.7690049409866333,1.849527359008789,-0.8159257769584656,-0.961477518081665,224.83099365234375,99.24081420898438,62.03403091430664
-1.0433156490325928,0.3109486997127533,1.9441365003585815,226.4712371826172,75.08131408691406,70.29801177978516,1.054607418691396,0,0.08392643928527832,3,se3_log_map,0.7671633958816528,1.8833280801773071,-0.8300520181655884,-0.9738720655441284,226.4712371826172,75.08131408691406,70.29801177978516
-1.034165859222412,0.3032689690589905,1.9453908205032349,238.9418182373047,59.27473068237305,69.13813018798828,1.1079343371336754,0,0.7563328742980957,3,se3_log_map,0.7749524116516113,1.8834632635116577,-0.8261043429374695,-0.9607299566268921,238.9418182373047,59.27473068237305,69.13813018798828
-1.0511674880981445,0.2883492410182953,1.9161052703857422,247.41073608398438,49.532371520996094,67.58106994628906,1.1077283998338663,0,0.09208536148071289,3,se3_log_map,0.7808235883712769,1.8479357957839966,-0.8338334560394287,-0.9646700024604797,247.41073608398438,49.532371520996094,67.58106994628906
-1.0195200443267822,0.2788047790527344,1.9051848649978638,248.56455993652344,52.798580169677734,72.09089660644531,1.1433013395605354,0,0.8225498199462891,3,se3_log_map,0.7809866666793823,1.8424100875854492,-0.8014236092567444,-0.9386751651763916,248.56455993652344,52.798580169677734,72.09089660644531
-1.022183895111084,0.2883055508136749,1.9175716638565063,252.23541259765625,41.180931091308594,68.53435516357422,1.1430997590792153,0,0.0844883918762207,3,se3_log_map,0.7841771841049194,1.8563733100891113,-0.8058502078056335,-0.9461325407028198,252.23541259765625,41.180931091308594,68.53435516357422
-1.0150094032287598,0.28554973006248474,1.8907301425933838,253.09835815429688,36.259952545166016,71.48616790771484,1.133976242299498,0,0.7229504585266113,3,se3_log_map,0.7851455211639404,1.8338322639465332,-0.7841349244117737,-0.9454577565193176,253.09835815429688,36.259952545166016,71.48616790771484
-0.9801548719406128,0.292741596698761,1.881453514099121,250.2168426513672,62.43099594116211,69.10328674316406,1.124717953822977,0,0.0952455997467041,3,se3_log_map,0.7778466939926147,1.8365219831466675,-0.7398903369903564,-0.931772768497467,250.2168426513672,62.43099594116211,69.10328674316406
-0.9617133736610413,0.3215463161468506,1.890278935432434,245.96420288085938,71.874267578125,70.52963256835938,1.1541089360595056,0,0.7137913703918457,3,se3_log_map,0.7766616940498352,1.8591270446777344,-0.7087545990943909,-0.9445077776908875,245.96420288085938,71.874267578125,70.52963256835938
-0.8833038210868835,0.426379919052124,1.9281127452850342,259.8787841796875,66.4813003540039,48.64672088623047,1.1374454006387356,0,0.10187482833862305,3,se3_log_map,0.7757707834243774,1.9401746988296509,-0.5842887759208679,-0.9866071939468384,259.8787841796875,66.4813003540039,48.64672088623047
-0.8649121522903442,0.35667702555656433,1.8992515802383423,257.7305908203125,81.49739074707031,66.07527160644531,1.1799361210449544,0,0.7740254402160645,3,se3_log_map,0.7803719639778137,1.895446538925171,-0.5949834585189819,-0.91343754529953,257.7305908203125,81.49739074707031,66.07527160644531
-0.8306407928466797,0.43034759163856506,1.9126644134521484,268.60791015625,76.78211975097656,47.2562141418457,1.1686603606423922,0,0.0897512435913086,3,se3_log_map,0.7854416370391846,1.933101773262024,-0.5190414786338806,-0.9587653279304504,268.60791015625,76.78211975097656,47.2562141418457
-0.8734979629516602,0.3692074716091156,1.9244552850723267,263.2118835449219,70.96588134765625,59.33515930175781,1.1802061879242034,0,0.8800737857818604,3,se3_log_map,0.778756320476532,1.9206140041351318,-0.6096486449241638,-0.9270510673522949,263.2118835449219,70.96588134765625,59.33515930175781
-0.8457920551300049,0.40355971455574036,1.9106903076171875,263.2189025878906,80.42066955566406,53.246681213378906,1.180978584929306,0,0.09778046607971191,3,se3_log_map,0.7824357151985168,1.9222650527954102,-0.5512003302574158,-0.9435011148452759,263.2189025878906,80.42066955566406,53.246681213378906
-0.8390781879425049,0.39077508449554443,1.9084289073944092,262.2057189941406,81.88754272460938,58.40761184692383,1.1969346636716822,0,0.900975227355957,3,se3_log_map,0.78368079662323,1.9172837734222412,-0.5516877174377441,-0.9275193810462952,262.2057189941406,81.88754272460938,58.40761184692383
-0.8250293731689453,0.3995656371116638,1.9120005369186401,262.0823974609375,86.349609375,57.71593475341797,1.1922395747243857,0,0.09740781784057617,3,se3_log_map,0.7832525968551636,1.924530029296875,-0.5336794257164001,-0.9264009594917297,262.0823974609375,86.349609375,57.71593475341797
-0.8321505784988403,0.39020639657974243,1.9103848934173584,262.4280700683594,82.44888305664062,58.897491455078125,1.1969372046412052,0,0.7594735622406006,3,se3_log_map,0.7820042371749878,1.9196528196334839,-0.5461933612823486,-0.922346830368042,262.4280700683594,82.44888305664062,58.897491455078125
-0.8378239870071411,0.3958401679992676,1.9074918031692505,261.6005554199219,82.51422119140625,57.688316345214844,1.197003948077657,0,0.10157990455627441,3,se3_log_map,0.7840526103973389,1.918055534362793,-0.5465240478515625,-0.9315589666366577,261.6005554199219,82.51422119140625,57.688316345214844
-0.8352146744728088,0.39521148800849915,1.90855872631073,262.9375915527344,81.296142578125,57.09648132324219,1.197896364165647,0,0.7582278251647949,3,se3_log_map,0.7838290333747864,1.9191169738769531,-0.5449181199073792,-0.9291882514953613,262.9375915527344,81.296142578125,57.09648132324219
-0.8335222005844116,0.3940041959285736,1.9088199138641357,262.6098327636719,82.1983642578125,57.84184646606445,1.1979402462039228,0,0.10818910598754883,3,se3_log_map,0.7834683656692505,1.9191900491714478,-0.5441681146621704,-0.9269503355026245,262.6098327636719,82.1983642578125,57.84184646606445
-0.8339074850082397,0.39489707350730896,1.9096379280090332,262.80194091796875,81.80879211425781,57.421504974365234,1.1979907600754338,0,0.7799074649810791,3,se3_log_map,0.7835618257522583,1.9201362133026123,-0.5444167256355286,-0.9279412031173706,262.80194091796875,81.80879211425781,57.421504974365234
-0.8344787359237671,0.3941093981266022,1.90911865234375,262.93389892578125,81.4699935913086,57.474327087402344,1.198045991566818,0,0.11155247688293457,3,se3_log_map,0.7834919095039368,1.9193822145462036,-0.5452266335487366,-0.9276259541511536,262.93389892578125,81.4699935913086,57.474327087402344
-0.8336957097053528,0.39471733570098877,1.908754587173462,263.1561584472656,81.50202941894531,57.30426788330078,1.198130812006879,0,0.7732822895050049,3,se3_log_map,0.78368079662323,1.9193177223205566,-0.5438300371170044,-0.9277352690696716,263.1561584472656,81.50202941894531,57.30426788330078
-0.833744466304779,0.39441439509391785,1.908876895904541,263.1616516113281,81.43522644042969,57.36199188232422,1.1981868603946286,0,0.09314632415771484,3,se3_log_map,0.7835650444030762,1.9193346500396729,-0.5441495776176453,-0.9274694323539734,263.1616516113281,81.43522644042969,57.36199188232422
-0.8335886001586914,0.3944641947746277,1.9089117050170898,263.12060546875,81.53593444824219,57.37217712402344,1.198203824357301,0,1.3622002601623535,3,se3_log_map,0.7836096882820129,1.9193971157073975,-0.5439791083335876,-0.9274128079414368,263.12060546875,81.53593444824219,57.37217712402344
-0.8336225152015686,0.3943713307380676,1.909008264541626,263.13946533203125,81.49626922607422,57.371826171875,1.1982006127315623,0,0.1121065616607666,3,se3_log_map,0.7835882902145386,1.9194531440734863,-0.5441291332244873,-0.9273369908332825,263.13946533203125,81.49626922607422,57.371826171875
-0.833823025226593,0.39441460371017456,1.908785104751587,263.1788635253906,81.40499114990234,57.335601806640625,1.1982100371653157,0,1.0480499267578125,3,se3_log_map,0.7836136817932129,1.9192438125610352,-0.5441771745681763,-0.92753005027771,263.1788635253906,81.40499114990234,57.335601806640625
-0.8336846232414246,0.3944496512413025,1.9088631868362427,263.15277099609375,81.4764633178711,57.356727600097656,1.1982117965980768,0,0.1116487979888916,3,se3_log_map,0.7836089134216309,1.9193390607833862,-0.5440581440925598,-0.9274656772613525,263.15277099609375,81.4764633178711,57.356727600097656
